trades

TRADENO;TRADEDATE;TRADETIME;SECID;BOARDID;PRICE;QUANTITY;VALUE;TYPE;BUYSELL
1268519226;19.07.2011;18:44:43;GAZP;EQNE;200;1420;284000;;B
1268519227;19.07.2011;18:44:43;GAZP;EQNE;200;3060;612000;;B
1268519228;19.07.2011;18:44:43;GAZP;EQNE;200;3530;706000;;B
1268519229;19.07.2011;18:44:43;GAZP;EQNE;200;1380;276000;;B
1268519230;19.07.2011;18:44:43;GAZP;EQNE;200;920;184000;;B
1268519231;19.07.2011;18:44:43;GAZP;EQNE;199,9;400;79960;;S
1268519232;19.07.2011;18:44:43;GAZP;EQNE;199,9;100;19990;;S
1268519233;19.07.2011;18:44:43;URKA;EQBR;266,03;170;45225,1;;S
1268519234;19.07.2011;18:44:43;URKA;EQBR;266,03;130;34583,9;;S
1268519235;19.07.2011;18:44:44;UNAC;EQNL;0,33;10000;3300;;B
1268519236;19.07.2011;18:44:44;SBER03;EQBR;102,39;500;51195;;S
1268519237;19.07.2011;18:44:44;SBER03;EQBR;102,38;1000;102380;;S
1268519238;19.07.2011;18:44:44;SBER03;EQBR;102,37;300;30711;;S
1268519239;19.07.2011;18:44:44;FEES;EQNL;0,37999;800000;303992;;B
1268519240;19.07.2011;18:44:44;FEES;EQNL;0,38;80000;30400;;B
1268519241;19.07.2011;18:44:44;FEES;EQNL;0,38;60000;22800;;B
1268519242;19.07.2011;18:44:44;FEES;EQNL;0,38;300000;114000;;B
1268519243;19.07.2011;18:44:44;FEES;EQNL;0,38;20000;7600;;B
1268519244;19.07.2011;18:44:44;FEES;EQNL;0,38;140000;53200;;B
1268519245;19.07.2011;18:44:44;RTKM;EQBR;198,99;10;1989,9;;B
1268519246;19.07.2011;18:44:44;LKOH;EQBR;1829;2000;3658000;;S
1268519247;19.07.2011;18:44:44;STSBP;EQNE;0,9879;1000;987,9;;B
1268519248;19.07.2011;18:44:44;STSBP;EQNE;0,9888;1000;988,8;;B
1268519251;19.07.2011;18:44:44;VTBR;EQNL;0,08535;30000;2560,5;;S
1268519252;19.07.2011;18:44:44;VTBR;EQNL;0,08535;1500000;128025;;S
1268519253;19.07.2011;18:44:44;VTBR;EQNL;0,08535;40000;3414;;S
1268519254;19.07.2011;18:44:44;VTBR;EQNL;0,08535;830000;70840,5;;S
1268519255;19.07.2011;18:44:44;VTBR;EQNL;0,08535;1450000;123757,5;;S
1268519256;19.07.2011;18:44:44;VTBR;EQNL;0,08535;150000;12802,5;;S
1268519257;19.07.2011;18:44:44;VTBR;EQNL;0,08534;1000000;85340;;S
1268519258;19.07.2011;18:44:44;CHMF;EQNL;510,3;10;5103;;S
1268519259;19.07.2011;18:44:44;TGKE;EQNL;0,011882;100000;1188,2;;B
1268519260;19.07.2011;18:44:44;SNGS;EQNE;27,75;20000;555000;;S
1268519261;19.07.2011;18:44:44;GAZP;EQNE;199,96;200;39992;;B
1268519262;19.07.2011;18:44:45;MRKH;EQBR;3,73;5000;18650;;B
1268519263;19.07.2011;18:44:45;SNOS;EQNL;4650;276;1283400;;B
1268519264;19.07.2011;18:44:45;GAZP;EQNE;199,91;10;1999,1;;S
1268519265;19.07.2011;18:44:45;MGNT;EQBR;4000;1;4000;;S
1268519266;19.07.2011;18:44:45;MSNG;EQBR;2,5343;1000;2534,3;;B
1268519267;19.07.2011;18:44:45;SBER03;EQBR;102,39;100;10239;;B
1268519268;19.07.2011;18:44:45;GAZP;EQNE;199,91;990;197910,9;;S
1268519269;19.07.2011;18:44:45;PLZL;EQNL;1750,9;8;14007,2;;B
1268519270;19.07.2011;18:44:45;PLZL;EQNL;1750,9;1;1750,9;;B
1268519271;19.07.2011;18:44:45;PLZL;EQNL;1751;1;1751;;B
1268519272;19.07.2011;18:44:45;PLZL;EQNL;1751;430;752930;;B
1268519273;19.07.2011;18:44:45;PLZL;EQNL;1751,6;2;3503,2;;B
1268519274;19.07.2011;18:44:45;PLZL;EQNL;1753;50;87650;;B
1268519275;19.07.2011;18:44:45;PLZL;EQNL;1753;1;1753;;B
1268519276;19.07.2011;18:44:45;SBER03;EQBR;102,38;210;21499,8;;S
1268519277;19.07.2011;18:44:45;SBER03;EQBR;102,37;500;51185;;S
1268519278;19.07.2011;18:44:45;VTBR;EQNL;0,08534;2500000;213350;;S
1268519279;19.07.2011;18:44:45;RTKM;EQBR;198,99;160;31838,4;;B
1268519280;19.07.2011;18:44:45;RBCM;EQNE;36,389;100;3638,9;;B
1268519281;19.07.2011;18:44:45;RBCM;EQNE;36,389;100;3638,9;;B
1268519282;19.07.2011;18:44:45;RBCM;EQNE;36,389;100;3638,9;;B
1268519283;19.07.2011;18:44:45;RBCM;EQNE;36,39;100;3639;;B
1268519284;19.07.2011;18:44:45;RBCM;EQNE;36,39;29700;1080783;;B
1268519285;19.07.2011;18:44:45;SBER03;EQBR;102,39;5000;511950;;B
1268519286;19.07.2011;18:44:45;SBER03;EQBR;102,39;490;50171,1;;B
1268519287;19.07.2011;18:44:45;SBERP03;EQBR;80,52;500;40260;;S
1268519288;19.07.2011;18:44:46;RTKM;EQBR;198,99;720;143272,8;;B
1268519289;19.07.2011;18:44:46;RTKM;EQBR;199;3160;628840;;B
1268519290;19.07.2011;18:44:46;YASH;EQNE;78,9;100;7890;;B
1268519291;19.07.2011;18:44:46;SBER03;EQBR;102,39;120;12286,8;;B
1268519292;19.07.2011;18:44:46;LKOH;EQBR;1829;50;91450;;S
1268519293;19.07.2011;18:44:46;RU14TATN3006;EQBR;184,81;330;60987,3;;S
1268519294;19.07.2011;18:44:46;RU14TATN3006;EQBR;184,8;100;18480;;S
1268519295;19.07.2011;18:44:46;RU14TATN3006;EQBR;184,8;100;18480;;S
1268519296;19.07.2011;18:44:46;RU14TATN3006;EQBR;184,78;100;18478;;S
1268519297;19.07.2011;18:44:46;RU14TATN3006;EQBR;184,77;120;22172,4;;S
1268519298;19.07.2011;18:44:46;RU14TATN3006;EQBR;184,77;100;18477;;S
1268519299;19.07.2011;18:44:46;RU14TATN3006;EQBR;184,77;200;36954;;S
1268519300;19.07.2011;18:44:46;RU14TATN3006;EQBR;184,76;100;18476;;S
1268519301;19.07.2011;18:44:46;RU14TATN3006;EQBR;184,75;1480;273430;;S
1268519302;19.07.2011;18:44:46;SBER03;EQBR;102,37;500;51185;;S
1268519303;19.07.2011;18:44:46;SBER03;EQBR;102,39;4290;439253,1;;B
1268519304;19.07.2011;18:44:46;SBER03;EQBR;102,4;710;72704;;B
1268519305;19.07.2011;18:44:46;GMKN;EQBR;7559;40;302360;;S
1268519306;19.07.2011;18:44:46;GAZP;EQNE;199,9;180;35982;;S
1268519307;19.07.2011;18:44:46;PIKK;EQNL;106,61;700;74627;;S
1268519308;19.07.2011;18:44:46;PIKK;EQNL;106,6;800;85280;;S
1268519309;19.07.2011;18:44:46;LKOH;EQBR;1829,2;5;9146;;B
1268519310;19.07.2011;18:44:46;LKOH;EQBR;1829,2;99;181090,8;;B
1268519311;19.07.2011;18:44:46;LKOH;EQBR;1829,2;18;32925,6;;B
1268519312;19.07.2011;18:44:46;SBER03;EQBR;102,37;500;51185;;S
1268519313;19.07.2011;18:44:46;SBER03;EQBR;102,37;100;10237;;S
1268519314;19.07.2011;18:44:46;GAZP;EQNE;199,9;40;7996;;S
1268519315;19.07.2011;18:44:46;GAZP;EQNE;199,88;70;13991,6;;S
1268519316;19.07.2011;18:44:47;KRSB;EQNE;6,986;1000;6986;;S
1268519317;19.07.2011;18:44:47;KRSB;EQNE;6,985;1000;6985;;S
1268519318;19.07.2011;18:44:47;MRKV;EQNL;0,11626;10000;1162,6;;B
1268519319;19.07.2011;18:44:47;LNZLP;EQNE;1685,9;1;1685,9;;B
1268519320;19.07.2011;18:44:47;VTBR;EQNL;0,08534;22400000;1911616;;S
1268519321;19.07.2011;18:44:47;TGKE;EQNL;0,01188;100000;1188;;B
1268519322;19.07.2011;18:44:47;SBER03;EQBR;102,4;1000;102400;;B
1268519323;19.07.2011;18:44:47;SBER03;EQBR;102,37;600;61422;;S
1268519324;19.07.2011;18:44:47;SBER03;EQBR;102,37;500;51185;;S
1268519325;19.07.2011;18:44:47;SBER03;EQBR;102,37;400;40948;;S
1268519326;19.07.2011;18:44:47;SBER03;EQBR;102,4;1000;102400;;B
1268519327;19.07.2011;18:44:47;PIKK;EQNL;106,69;30;3200,7;;B
1268519328;19.07.2011;18:44:47;REBR;EQNE;16,599;200;3319,8;;B
1268519329;19.07.2011;18:44:47;REBR;EQNE;16,749;200;3349,8;;B
1268519330;19.07.2011;18:44:47;VTBR;EQNL;0,08534;100000;8534;;S
1268519331;19.07.2011;18:44:47;SBER03;EQBR;102,4;250;25600;;B
1268519332;19.07.2011;18:44:47;PLZL;EQNL;1753;299;524147;;S
1268519333;19.07.2011;18:44:47;PLZL;EQNL;1750;47;82250;;S
1268519334;19.07.2011;18:44:47;PLZL;EQNL;1750;11;19250;;S
1268519335;19.07.2011;18:44:47;GAZP;EQNE;199,84;30;5995,2;;S
1268519336;19.07.2011;18:44:47;SBERP03;EQBR;80,53;400;32212;;B
1268519337;19.07.2011;18:44:47;GAZP;EQNE;199,84;100;19984;;S
1268519338;19.07.2011;18:44:47;RTKM-007D;EQBR;184,01;20;3680,2;;S
1268519339;19.07.2011;18:44:47;RTKM-007D;EQBR;184;300;55200;;S
1268519340;19.07.2011;18:44:47;GMKN;EQBR;7559;10;75590;;S
1268519341;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,75;920;169970;;S
1268519342;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,75;500;92375;;S
1268519343;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,73;10;1847,3;;S
1268519344;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,57;100;18457;;S
1268519345;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,56;100;18456;;S
1268519346;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,55;100;18455;;S
1268519347;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,55;30;5536,5;;S
1268519348;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,55;60;11073;;S
1268519349;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,54;20;3690,8;;S
1268519350;19.07.2011;18:44:47;RU14TATN3006;EQBR;184,54;760;140250,4;;S
1268519351;19.07.2011;18:44:47;GMKN;EQBR;7559;100;755900;;S
1268519352;19.07.2011;18:44:48;GAZP;EQNE;199,88;100;19988;;B
1268519353;19.07.2011;18:44:48;MRKH;EQBR;3,73;38000;141740;;B
1268519354;19.07.2011;18:44:48;SBER03;EQBR;102,4;20000;2048000;;B
1268519355;19.07.2011;18:44:48;PLZL;EQNL;1747,8;1;1747,8;;S
1268519356;19.07.2011;18:44:48;SBER03;EQBR;102,4;40000;4096000;;B
1268519357;19.07.2011;18:44:48;TGKN;EQNL;0,002682;1000000;2682;;S
1268519358;19.07.2011;18:44:48;SBERP03;EQBR;80,52;3000;241560;;S
1268519359;19.07.2011;18:44:48;PIKK;EQNL;106,61;30;3198,3;;S
1268519360;19.07.2011;18:44:48;PIKK;EQNL;106,6;220;23452;;S
1268519361;19.07.2011;18:44:48;SBERP03;EQBR;80,52;500;40260;;S
1268519362;19.07.2011;18:44:48;SNGS;EQNE;27,75;20000;555000;;S
1268519363;19.07.2011;18:44:48;GMKN;EQBR;7560;41;309960;;B
1268519364;19.07.2011;18:44:48;NLMK;EQNL;106,63;270;28790,1;;B
1268519365;19.07.2011;18:44:48;NLMK;EQNL;106,63;100;10663;;B
1268519366;19.07.2011;18:44:48;NLMK;EQNL;106,69;1130;120559,7;;B
1268519367;19.07.2011;18:44:48;SBER03;EQBR;102,37;600;61422;;S
1268519368;19.07.2011;18:44:48;SBER03;EQBR;102,36;200;20472;;S
1268519369;19.07.2011;18:44:48;SBER03;EQBR;102,36;100;10236;;S
1268519370;19.07.2011;18:44:48;SBER03;EQBR;102,36;1580;161728,8;;S
1268519371;19.07.2011;18:44:48;SBERP03;EQBR;80,52;200;16104;;S
1268519372;19.07.2011;18:44:48;SBERP03;EQBR;80,52;1800;144936;;S
1268519373;19.07.2011;18:44:48;OGK2;EQBR;1,331;3000;3993;;B
1268519374;19.07.2011;18:44:48;PLZL;EQNL;1750;11;19250;;B
1268519375;19.07.2011;18:44:48;SBERP03;EQBR;80,52;1200;96624;;S
1268519376;19.07.2011;18:44:48;SBERP03;EQBR;80,52;300;24156;;S
1268519377;19.07.2011;18:44:48;CLSBP;EQNE;0,22;50000;11000;;B
1268519378;19.07.2011;18:44:48;CLSBP;EQNE;0,22;100000;22000;;B
1268519379;19.07.2011;18:44:48;YASH;EQNE;78,96;100;7896;;B
1268519380;19.07.2011;18:44:48;YASH;EQNE;78,97;100;7897;;B
1268519381;19.07.2011;18:44:48;YASH;EQNE;79,4;100;7940;;B
1268519382;19.07.2011;18:44:48;YASH;EQNE;79,7;100;7970;;B
1268519383;19.07.2011;18:44:48;YASH;EQNE;79,98;100;7998;;B
1268519384;19.07.2011;18:44:48;YASH;EQNE;80;200;16000;;B
1268519385;19.07.2011;18:44:48;YASH;EQNE;81,95;100;8195;;B
1268519386;19.07.2011;18:44:48;YASH;EQNE;82;200;16400;;B
1268519387;19.07.2011;18:44:48;YASH;EQNE;82;200;16400;;B
1268519388;19.07.2011;18:44:48;YASH;EQNE;82,4;100;8240;;B
1268519389;19.07.2011;18:44:48;YASH;EQNE;82,77;100;8277;;B
1268519390;19.07.2011;18:44:48;YASH;EQNE;82,85;100;8285;;B
1268519391;19.07.2011;18:44:48;YASH;EQNE;83,94;100;8394;;B
1268519392;19.07.2011;18:44:48;YASH;EQNE;83,94;200;16788;;B
1268519393;19.07.2011;18:44:48;YASH;EQNE;84,3;100;8430;;B
1268519394;19.07.2011;18:44:48;YASH;EQNE;84,97;100;8497;;B
1268519395;19.07.2011;18:44:48;YASH;EQNE;84,99;100;8499;;B
1268519396;19.07.2011;18:44:48;YASH;EQNE;85;200;17000;;B
1268519397;19.07.2011;18:44:48;YASH;EQNE;85;100;8500;;B
1268519398;19.07.2011;18:44:48;YASH;EQNE;88,96;100;8896;;B
1268519399;19.07.2011;18:44:48;VTBR;EQNL;0,08534;1400000;119476;;S
1268519400;19.07.2011;18:44:49;RTKM;EQBR;199;10;1990;;B
1268519401;19.07.2011;18:44:49;GMKN;EQBR;7559;10;75590;;S
1268519402;19.07.2011;18:44:49;SBER03;EQBR;102,37;30;3071,1;;S
1268519403;19.07.2011;18:44:49;SBER03;EQBR;102,35;120;12282;;S
1268519404;19.07.2011;18:44:49;GAZP;EQNE;199,84;570;113908,8;;S
1268519405;19.07.2011;18:44:49;GAZP;EQNE;199,84;530;105915,2;;S
1268519406;19.07.2011;18:44:49;HYDR;EQBR;1,338;10000;13380;;B
1268519407;19.07.2011;18:44:49;HYDR;EQBR;1,3381;32000;42819,2;;B
1268519408;19.07.2011;18:44:49;HYDR;EQBR;1,3382;20000;26764;;B
1268519409;19.07.2011;18:44:49;HYDR;EQBR;1,3383;78000;104387,4;;B
1268519410;19.07.2011;18:44:49;NLMK;EQNL;106,6;50;5330;;S
1268519411;19.07.2011;18:44:49;SNGS;EQNE;27,758;100;2775,8;;B
1268519412;19.07.2011;18:44:49;TGKE;EQNL;0,01188;100000;1188;;B
1268519413;19.07.2011;18:44:49;VTBR;EQNL;0,08535;200000;17070;;B
1268519414;19.07.2011;18:44:49;VTBR;EQNL;0,08538;10000;853,8;;B
1268519415;19.07.2011;18:44:49;VTBR;EQNL;0,08538;10000;853,8;;B
1268519416;19.07.2011;18:44:49;VTBR;EQNL;0,08539;460000;39279,4;;B
1268519417;19.07.2011;18:44:49;VTBR;EQNL;0,08539;500000;42695;;B
1268519418;19.07.2011;18:44:49;VTBR;EQNL;0,08539;200000;17078;;B
1268519419;19.07.2011;18:44:49;VTBR;EQNL;0,08539;3820000;326189,8;;B
1268519420;19.07.2011;18:44:49;SBER03;EQBR;102,4;220;22528;;B
1268519421;19.07.2011;18:44:49;CHMF;EQNL;510,3;30;15309;;S
1268519422;19.07.2011;18:44:49;CHMF;EQNL;510,2;20;10204;;S
1268519423;19.07.2011;18:44:49;RU14APTK1007;EQNL;87,09;170;14805,3;;B
1268519424;19.07.2011;18:44:49;RU14APTK1007;EQNL;87,1;830;72293;;B
1268519425;19.07.2011;18:44:49;SBER03;EQBR;102,35;400;40940;;S
1268519426;19.07.2011;18:44:49;RTKM-011D;EQBR;184,1;50;9205;;B
1268519427;19.07.2011;18:44:49;SBER03;EQBR;102,4;40000;4096000;;B
1268519428;19.07.2011;18:44:49;GMKN;EQBR;7560;15;113400;;B
1268519429;19.07.2011;18:44:49;GMKN;EQBR;7560;72;544320;;B
1268519430;19.07.2011;18:44:49;GMKN;EQBR;7560;83;627480;;B
1268519431;19.07.2011;18:44:49;GMKN;EQBR;7560;33;249480;;B
1268519432;19.07.2011;18:44:49;GMKN;EQBR;7560;21;158760;;B
1268519433;19.07.2011;18:44:49;SBER03;EQBR;102,35;3000;307050;;S
1268519434;19.07.2011;18:44:50;GMKN;EQBR;7560;12;90720;;B
1268519435;19.07.2011;18:44:50;GMKN;EQBR;7560;56;423360;;B
1268519436;19.07.2011;18:44:50;LKOH;EQBR;1829;100;182900;;S
1268519437;19.07.2011;18:44:50;GMKN;EQBR;7559;10;75590;;S
1268519438;19.07.2011;18:44:50;GMKN;EQBR;7560;66;498960;;B
1268519439;19.07.2011;18:44:50;GMKN;EQBR;7560;25;189000;;B
1268519440;19.07.2011;18:44:50;GMKN;EQBR;7560;17;128520;;B
1268519441;19.07.2011;18:44:50;MRKH;EQBR;3,73;32000;119360;;B
1268519442;19.07.2011;18:44:50;GAZP;EQNE;199,84;10;1998,4;;S
1268519443;19.07.2011;18:44:50;GMKN;EQBR;7559;2;15118;;S
1268519444;19.07.2011;18:44:50;RTKM;EQBR;199;40;7960;;B
1268519445;19.07.2011;18:44:50;SBER03;EQBR;102,4;1000;102400;;B
1268519446;19.07.2011;18:44:50;SBER03;EQBR;102,4;1000;102400;;B
1268519447;19.07.2011;18:44:50;SBER03;EQBR;102,35;280;28658;;S
1268519448;19.07.2011;18:44:50;SBER03;EQBR;102,35;500;51175;;S
1268519449;19.07.2011;18:44:50;SBER03;EQBR;102,35;500;51175;;S
1268519450;19.07.2011;18:44:50;SBER03;EQBR;102,35;4500;460575;;S
1268519451;19.07.2011;18:44:50;SBER03;EQBR;102,34;5110;522957,4;;S
1268519452;19.07.2011;18:44:50;SBER03;EQBR;102,34;1000;102340;;S
1268519453;19.07.2011;18:44:50;SBER03;EQBR;102,34;10000;1023400;;S
1268519454;19.07.2011;18:44:50;SBER03;EQBR;102,34;100;10234;;S
1268519455;19.07.2011;18:44:50;SBER03;EQBR;102,34;20000;2046800;;S
1268519456;19.07.2011;18:44:50;SBER03;EQBR;102,34;5000;511700;;S
1268519457;19.07.2011;18:44:50;SBER03;EQBR;102,33;13080;1338476,4;;S
1268519458;19.07.2011;18:44:50;SBER03;EQBR;102,33;1000;102330;;S
1268519459;19.07.2011;18:44:50;SBER03;EQBR;102,33;2000;204660;;S
1268519460;19.07.2011;18:44:50;SBER03;EQBR;102,33;8000;818640;;S
1268519461;19.07.2011;18:44:50;SBER03;EQBR;102,33;16000;1637280;;S
1268519462;19.07.2011;18:44:50;SBER03;EQBR;102,32;36930;3778677,6;;S
1268519463;19.07.2011;18:44:50;SBER03;EQBR;102,32;200;20464;;S
1268519464;19.07.2011;18:44:50;SBER03;EQBR;102,32;10;1023,2;;S
1268519465;19.07.2011;18:44:50;SBER03;EQBR;102,32;10000;1023200;;S
1268519466;19.07.2011;18:44:50;SBER03;EQBR;102,32;300;30696;;S
1268519467;19.07.2011;18:44:50;SBER03;EQBR;102,32;100;10232;;S
1268519468;19.07.2011;18:44:50;SBER03;EQBR;102,32;10;1023,2;;S
1268519469;19.07.2011;18:44:50;SBER03;EQBR;102,32;10;1023,2;;S
1268519470;19.07.2011;18:44:50;SBER03;EQBR;102,32;2990;305936,8;;S
1268519471;19.07.2011;18:44:50;SBER03;EQBR;102,32;17000;1739440;;S
1268519472;19.07.2011;18:44:50;SBER03;EQBR;102,31;20;2046,2;;S
1268519473;19.07.2011;18:44:50;SBER03;EQBR;102,31;500;51155;;S
1268519474;19.07.2011;18:44:50;SBER03;EQBR;102,31;500;51155;;S
1268519475;19.07.2011;18:44:50;SBER03;EQBR;102,31;230;23531,3;;S
1268519476;19.07.2011;18:44:50;SBER03;EQBR;102,31;70;7161,7;;S
1268519477;19.07.2011;18:44:50;SBER03;EQBR;102,31;1000;102310;;S
1268519478;19.07.2011;18:44:50;SBER03;EQBR;102,31;900;92079;;S
1268519479;19.07.2011;18:44:50;SBER03;EQBR;102,31;42160;4313389,6;;S
1268519480;19.07.2011;18:44:50;MRKH;EQBR;3,73;100000;373000;;B
1268519481;19.07.2011;18:44:50;GAZP;EQNE;199,88;800;159904;;B
1268519482;19.07.2011;18:44:50;SBERP03;EQBR;80,52;5000;402600;;S
1268519483;19.07.2011;18:44:50;SBERP03;EQBR;80,52;1000;80520;;S
1268519484;19.07.2011;18:44:50;SBERP03;EQBR;80,51;500;40255;;S
1268519485;19.07.2011;18:44:50;SBERP03;EQBR;80,51;500;40255;;S
1268519486;19.07.2011;18:44:50;SBERP03;EQBR;80,51;500;40255;;S
1268519487;19.07.2011;18:44:50;SBERP03;EQBR;80,51;500;40255;;S
1268519488;19.07.2011;18:44:50;SBERP03;EQBR;80,5;10500;845250;;S
1268519489;19.07.2011;18:44:50;SBERP03;EQBR;80,5;3500;281750;;S
1268519490;19.07.2011;18:44:51;SBER03;EQBR;102,4;1720;176128;;B
1268519491;19.07.2011;18:44:51;SBER03;EQBR;102,4;1500;153600;;B
1268519492;19.07.2011;18:44:51;LKOH;EQBR;1829;58;106082;;S
1268519493;19.07.2011;18:44:51;SBERP03;EQBR;80,5;16700;1344350;;S
1268519494;19.07.2011;18:44:51;SBERP03;EQBR;80,5;20200;1626100;;S
1268519495;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519496;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519497;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519498;19.07.2011;18:44:51;SBERP03;EQBR;80,5;800;64400;;S
1268519499;19.07.2011;18:44:51;SBERP03;EQBR;80,5;800;64400;;S
1268519500;19.07.2011;18:44:51;SBERP03;EQBR;80,5;800;64400;;S
1268519501;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519502;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519503;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519504;19.07.2011;18:44:51;SBERP03;EQBR;80,5;600;48300;;S
1268519505;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519506;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519507;19.07.2011;18:44:51;SBERP03;EQBR;80,5;1800;144900;;S
1268519508;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519509;19.07.2011;18:44:51;SBERP03;EQBR;80,5;200;16100;;S
1268519510;19.07.2011;18:44:51;SBERP03;EQBR;80,5;1800;144900;;S
1268519511;19.07.2011;18:44:51;SBERP03;EQBR;80,5;1800;144900;;S
1268519512;19.07.2011;18:44:51;SBERP03;EQBR;80,5;4500;362250;;S
1268519513;19.07.2011;18:44:51;SBERP03;EQBR;80,5;3500;281750;;S
1268519514;19.07.2011;18:44:51;SBER03;EQBR;102,38;1000;102380;;S
1268519515;19.07.2011;18:44:51;SBER03;EQBR;102,36;1000;102360;;S
1268519516;19.07.2011;18:44:51;SBER03;EQBR;102,34;500;51170;;S
1268519517;19.07.2011;18:44:51;SBER03;EQBR;102,31;500;51155;;S
1268519518;19.07.2011;18:44:51;SBER03;EQBR;102,39;130;13310,7;;B
1268519519;19.07.2011;18:44:51;LNZLP;EQNE;1660,1;1;1660,1;;S
1268519520;19.07.2011;18:44:51;LNZLP;EQNE;1660;5;8300;;S
1268519521;19.07.2011;18:44:51;FEES;EQNL;0,3799;20000;7598;;B
1268519522;19.07.2011;18:44:51;FEES;EQNL;0,37998;100000;37998;;B
1268519523;19.07.2011;18:44:51;OGK4;EQNL;2,63;109000;286670;;S
1268519525;19.07.2011;18:44:51;MRKH;EQBR;3,73;14000;52220;;B
1268519526;19.07.2011;18:44:51;TGKE;EQNL;0,01188;100000;1188;;B
1268519527;19.07.2011;18:44:52;GAZP;EQNE;199,88;90;17989,2;;B
1268519528;19.07.2011;18:44:52;LNZL;EQNE;5031,9;3;15095,7;;B
1268519529;19.07.2011;18:44:52;SBER03;EQBR;102,38;500;51190;;B
1268519530;19.07.2011;18:44:52;SBER03;EQBR;102,38;9500;972610;;B
1268519531;19.07.2011;18:44:52;SBER03;EQBR;102,31;1700;173927;;S
1268519532;19.07.2011;18:44:52;RU14TATN3006;EQBR;184,9;10;1849;;B
1268519533;19.07.2011;18:44:52;TGKF;EQNL;0,009341;100000;934,1;;B
1268519534;19.07.2011;18:44:53;ROSN;EQNL;231,98;250;57995;;B
1268519535;19.07.2011;18:44:53;ROSN;EQNL;232;500;116000;;B
1268519536;19.07.2011;18:44:53;ROSN;EQNL;232,06;70;16244,2;;B
1268519537;19.07.2011;18:44:53;ROSN;EQNL;232,08;220;51057,6;;B
1268519538;19.07.2011;18:44:53;ROSN;EQNL;232,1;2000;464200;;B
1268519539;19.07.2011;18:44:53;GMKN;EQBR;7559;321;2426439;;S
1268519540;19.07.2011;18:44:53;GMKN;EQBR;7559;790;5971610;;S
1268519541;19.07.2011;18:44:53;GMKN;EQBR;7559;790;5971610;;S
1268519542;19.07.2011;18:44:53;GMKN;EQBR;7559;21;158739;;S
1268519543;19.07.2011;18:44:53;GMKN;EQBR;7559;5;37795;;S
1268519544;19.07.2011;18:44:53;GMKN;EQBR;7559;5;37795;;S
1268519545;19.07.2011;18:44:53;GMKN;EQBR;7559;7;52913;;S
1268519546;19.07.2011;18:44:53;GMKN;EQBR;7559;20;151180;;S
1268519547;19.07.2011;18:44:53;GMKN;EQBR;7559;7;52913;;S
1268519548;19.07.2011;18:44:53;GMKN;EQBR;7559;20;151180;;S
1268519549;19.07.2011;18:44:53;GMKN;EQBR;7559;12;90708;;S
1268519550;19.07.2011;18:44:53;GMKN;EQBR;7559;2;15118;;S
1268519551;19.07.2011;18:44:53;SBER03;EQBR;102,34;20;2046,8;;B
1268519552;19.07.2011;18:44:53;SBER03;EQBR;102,37;8000;818960;;B
1268519553;19.07.2011;18:44:53;SBER03;EQBR;102,37;1980;202692,6;;B
1268519554;19.07.2011;18:44:53;RU14TATN3006;EQBR;184,92;500;92460;;B
1268519555;19.07.2011;18:44:53;RU14TATN3006;EQBR;184,93;500;92465;;B
1268519556;19.07.2011;18:44:53;RTKM;EQBR;199;4010;797990;;B
1268519557;19.07.2011;18:44:53;GAZP;EQNE;199,89;90;17990,1;;S
1268519558;19.07.2011;18:44:53;TRMK;EQBR;127,39;80;10191,2;;S
1268519559;19.07.2011;18:44:53;SNGS;EQNE;27,758;3000;83274;;B
1268519560;19.07.2011;18:44:53;LKOH;EQBR;1829;168;307272;;S
1268519561;19.07.2011;18:44:53;LKOH;EQBR;1829;4542;8307318;;S
1268519562;19.07.2011;18:44:53;LKOH;EQBR;1829;4542;8307318;;S
1268519563;19.07.2011;18:44:53;LKOH;EQBR;1829;3274;5988146;;S
1268519564;19.07.2011;18:44:53;LKOH;EQBR;1829;3274;5988146;;S
1268519565;19.07.2011;18:44:53;LKOH;EQBR;1829;3274;5988146;;S
1268519566;19.07.2011;18:44:53;LKOH;EQBR;1829;42;76818;;S
